19.100000381469718.19491004943000000000 2005-09-2721.04999923719.2999992
3.190000057220453.026200294494000000006 2009-10-293.21000003813.21000003
2.950000047683712.884788751602000000014 2009-10-303.22000002863.05999994
2.819999933242792.743377685546000000010 2009-11-023.11999988552.91000008
2.839999914169312.762232780456000000007 2009-11-032.88000011442.93000006
2.900000095367432.752804756164000000008 2009-11-043.06999993322.92000007
2.859999895095822.781087875366000000006 2009-11-052.95000004762.95000004
2.900000095367433.007344961166000000012 2009-11-062.93000006673.19000005
3.130000114440913.016773223876000000006 2009-11-093.26999998093.20000004
3.019999980926512.884788751602000000006 2009-11-103.20000004763.05999994
3.059999942779543.045055627822000000007 2009-11-113.15000009533.23000001
3.140000104904172.969635486602000000008 2009-11-123.21000003813.15000009
3.180000066757203.035628318786000000005 2009-11-133.18000006673.22000002
3.259999990463253.186466217041000000008 2009-11-163.26999998093.38000011
3.299999952316283.158183574676000000004 2009-11-173.35999989503.34999990
3.210000038146973.082764387130000000005 2009-11-183.35999989503.26999998
3.079999923706052.941352844238000000006 2009-11-193.23000001903.11999988
3.039999961853022.922498464584000000005 2009-11-203.09999990463.09999990
3.079999923706052.922498464584000000005 2009-11-233.17000007623.09999990
3.119999885559083.111047029495000000010 2009-11-243.11999988553.29999995
3.299999952316283.327877521514000000009 2009-11-253.34999990463.52999997
3.269999980926513.271312952041000000003 2009-11-273.35999989503.47000002
3.400000095367433.478715658187000000008 2009-11-303.48000001903.69000005
3.630000114440913.478715658187000000011 2009-12-013.76999998093.69000005
3.769999980926513.742683410644000000012 2009-12-023.76999998093.97000002
3.880000114440913.827530145645000000012 2009-12-034.01000022884.05999994
4.159999847412104.176345348358000000020 2009-12-044.17000007624.42999982
4.320000171661374.383748054504000000015 2009-12-074.42000007624.65000009
4.460000038146974.242336273193000000012 2009-12-084.610000133500000004.5
4.349999904632564.176345348358000000009 2009-12-094.59000015254.42999982
4.269999980926514.119779586791000000007 2009-12-104.42000007624.36999988
4.400000095367434.553441047668000000018 2009-12-114.40000009534.82999992
4.730000019073484.478021621704000000011 2009-12-144.94000005720000004.75
00000000000004.54.270618915557000000011 2009-12-154.61999988554.53000020
4.519999980926514.506303787231000000008 2009-12-164.53000020984.78000020
4.579999923706054.355464935302000000005 2009-12-174.65000009534.61999988
4.320000171661374.270618915557000000009 2009-12-184.61000013354.53000020
4.460000038146974.336609840393000000005 2009-12-214.51999998094.59999990
4.599999904632564.836263656616000000025 2009-12-224.61999988555.13000011
4.880000114440914.873973369598000000011 2009-12-235.13000011445.17000007
5.170000076293945.071949958801000000007 2009-12-245.19999980925.38000011
4.880000114440914.732561588287000000013 2009-12-285.21999979015.01999998
4.789999961853024.572297096252000000010 2009-12-295.03999996184.84999990
4.679999828338624.591150760650000000008 2009-12-304.84000015254.86999988
4.829999923706054.562869548797000000005 2009-12-314.92000007624.84000015
4.659999847412104.496876239776000000009 2010-01-044.84000015254.76999998
4.710000038146975.005957126617000000025 2010-01-054.78999996185.30999994
00000000000000054.798554897308000000016 2010-01-065.19000005725.09000015
5.050000190734864.939965248107000000014 2010-01-075.05999994275.23999977
5.059999942779544.845690250396000000012 2010-01-085.26999998095.13999986
4.940000057220454.751416206359000000010 2010-01-115.13000011445.03999996
4.960000038146974.789126873016000000007 2010-01-125.05999994275.07999992
5.019999980926515.166222572326000000016 2010-01-135.11999988555.48000001
5.409999847412105.269925117492000000012 2010-01-145.46000003815.59000015
5.429999828338625.185077667236000000010 2010-01-155.639999866400000005.5
00000000000005.55.317061901092000000007 2010-01-190000000005.55.63999986
5.610000133514405.411335468292000000013 2010-01-205.65000009535.73999977
5.420000076293945.147368431091000000015 2010-01-215.88000011445.46000003
5.110000133514404.939965248107000000011 2010-01-225.48000001905.23999977
5.150000095367434.921110153198000000008 2010-01-255.34000015255.21999979
5.050000190734864.760843276977000000008 2010-01-265.21000003815.05000019
4.469999790191654.581724166870000000021 2010-01-275.09999990464.86000013
4.710000038146974.845690250396000000019 2010-01-284.98999977115.13999986
5.170000076293945.005957126617000000019 2010-01-295.23000001905.30999994
5.349999904632565.279351711273000000010 2010-02-015.42999982835.59999990
5.619999885559085.618739604949000000014 2010-02-025.65000009535.96000003
5.650000095367435.335916996002000000009 2010-02-035.94000005725.65999984
5.469999790191655.175651073455000000011 2010-02-045.82000017165.48999977
5.429999828338625.552747249603000000018 2010-02-050000000005.55.88999986
5.820000171661375.590456485748000000009 2010-02-085.88000011445.92999982
6.150000095367436.071256637573000000020 2010-02-096.15000009536.44000005
6.210000038146975.948698520660000000009 2010-02-106.38999986646.30999994
6.219999790191655.958125114440000000014 2010-02-116.30000019076.32000017
6.190000057220456.420069217681000000017 2010-02-126.26999998096.80999994
0000000000006.756.486061096191000000021 2010-02-166.92999982836.88000011
6.760000228881836.410642147064000000009 2010-02-176.88999986646.80000019
6.650000095367436.344649791717000000006 2010-02-18000000006.756.73000001
6.650000095367436.533199310302000000006 2010-02-196.65000009536.92999982
6.969999790191656.618043899536000000011 2010-02-226.96999979017.01999998
6.920000076293946.684037208557000000013 2010-02-237.09000015257.09000015
7.059999942779546.759455680847000000008 2010-02-247.13999986647.17000007
6.909999847412106.674610614776000000007 2010-02-257.05999994277.07999992
7.059999942779546.910294532775000000008 2010-02-267.05999994277.32999992
7.400000095367437.249681472778000000015 2010-03-017.40999984747.69000005
00000000000007.57.240253925323000000009 2010-03-027.73999977117.67999982
7.170000076293947.042280197143000000017 2010-03-037.51000022887.46999979
7.239999771118166.900868892669000000008 2010-03-047.48000001907.32000017
7.309999942779547.004569530487000000006 2010-03-057.42999982837.42999982
7.300000190734866.900868892669000000006 2010-03-087.44999980927.32000017
7.369999885559087.268537521362000000013 2010-03-097.38000011447.71000003
7.800000190734867.485366821289000000009 2010-03-107.80000019077.94000005
7.650000095367437.391092300415000000007 2010-03-117.92000007627.84000015
7.710000038146977.494794845581000000011 2010-03-127.96999979017.94999980
7.719999790191657.447657108306000000004 2010-03-157.88000011447.90000009
7.730000019073487.325100898742000000005 2010-03-167.92999982837.76999998
00000000000007.57.155406951904000000006 2010-03-177.71000003817.59000015
00000000000007.57.070561408996000000004 2010-03-187.550000190700000007.5
7.070000171661376.693464279174000000008 2010-03-197.09999990467.09999990
6.809999942779546.853730678558000000008 2010-03-227.07999992377.26999998
7.099999904632566.966858863830000000004 2010-03-237.34000015257.38999986
7.269999980926516.985713958740000000004 2010-03-247.26999998097.40999984
7.340000152587896.948004245758000000005 2010-03-257.46000003817.36999988
7.280000209808356.882012844085000000004 2010-03-267.42000007627.30000019
0000000000007.256.900868892669000000002 2010-03-297.44000005727.32000017
7.190000057220456.806593894958000000003 2010-03-307.30999994277.21999979
7.090000152587896.929150104522000000005 2010-03-317.17999982837.34999990
7.300000190734866.976287364959000000003 2010-04-017.36999988557.40000009
00000000000000076.721746444702000000009 2010-04-057.46000003817.13000011
7.010000228881836.674610614776000000006 2010-04-067.11999988557.07999992
6.679999828338626.429496765136000000014 2010-04-077.05999994276.82000017
7.440000057220457.117698669433000000052 2010-04-087.84000015257.55000019
7.190000057220456.900868892669000000013 2010-04-097.55000019077.32000017
7.400000095367437.183690547943000000012 2010-04-127.40000009537.61999988
7.309999942779547.061133384704000000009 2010-04-137.65999984747.48999977
7.369999885559086.995141029357000000014 2010-04-147.53999996187.42000007
0000000000007.256.985713958740000000015 2010-04-157.46999979017.40999984
7.010000228881836.740601539611000000010 2010-04-167.42000007627.15000009
6.880000114440916.495488643646000000013 2010-04-197.01000022886.88999986
6.900000095367436.731173992156000000009 2010-04-206.98999977117.13999986
6.610000133514406.372932434082000000014 2010-04-217.13000011446.76000022
6.289999961853026.099536895751000000024 2010-04-226.65999984746.46999979
6.280000209808356.250376224517000000013 2010-04-236.44999980926.63000011
6.449999809265136.108964443206000000012 2010-04-266.67999982836.48000001
6.269999980926515.967553138732000000019 2010-04-276.67999982836.32999992
6.329999923706056.900868892669000000029 2010-04-286.63999986647.32000017
7.079999923706056.910294532775000000014 2010-04-297.32000017167.32999992
7.030000209808356.665183067321000000011 2010-04-307.30999994277.07000017
7.130000114440916.966858863830000000009 2010-05-037.21000003817.38999986
6.760000228881836.467205524444000000010 2010-05-047.28999996186.86000013
6.409999847412106.533199310302000000010 2010-05-05000000006.756.92999982
5.699999809265136.024119853973000000021 2010-05-066.84999990466.38999986
6.099999904632566.014689922332000000016 2010-05-076.46000003816.38000011
6.659999847412106.552052497863000000008 2010-05-106.88000011446.94999980
6.699999809265136.438924789428000000010 2010-05-116.78999996186.82999992
6.869999885559086.882012844085000000009 2010-05-126.88999986647.30000019
7.199999809265136.825448513031000000008 2010-05-137.34000015257.23999977
6.900000095367436.684037208557000000010 2010-05-147.09999990467.09000015
6.829999923706056.768884181976000000010 2010-05-177.05999994277.17999982
6.920000076293946.599189758300000000006 2010-05-187.32000017160000000007
6.860000133514406.976287364959000000020 2010-05-196.94999980927.40000009
6.809999942779546.448351860046000000012 2010-05-207.09999990466.84000015
6.599999904632566.797166347503000000011 2010-05-216.61999988557.21000003
7.030000209808356.636899948120000000008 2010-05-247.19000005727.03999996
6.969999790191657.362810134887000000021 2010-05-257.07999992377.80999994
7.840000152587897.966166019439000000030 2010-05-267.92000007628.44999980
8.430000305175788.239559173583000000013 2010-05-278.72999954228.73999977
8.550000190734868.324406623840000000011 2010-05-288.72999954228.82999992
8.550000190734868.145287513732000000009 2010-06-018.64000034338.64000034
8.819999694824218.899477005004000000019 2010-06-028.81999969489.43999958
8.989999771118168.682649612426000000011 2010-06-039.55000019079.21000003
08.56000041961678.098148345947000000010 2010-06-048.84000015258.59000015
8.180000305175787.871893405914000000015 2010-06-078.82999992378.35000038
8.159999847412118.088724136352000000009 2010-06-088.55000019078.57999992
08.43999958038338.041583061218000000010 2010-06-098.59000015258.52999973
8.819999694824218.635512351989000000010 2010-06-108.93000030519.15999984
8.930000305175789.361423492431000000014 2010-06-119.01000022889.93000030
9.649999618530279.106882095336000000012 2010-06-1410.1499996189.65999984
9.829999923706059.861077308654000000015 2010-06-159.829999923710.4600000
0000000000010.259.964776039123000000016 2010-06-1610.30000019010.5699996
10.439999580383310.12504100799000000007 2010-06-1710.61999988510.7399997
10.23999977111819.842220306396000000008 2010-06-1810.63000011410.4399995
9.869999885559089.427413940429000000010 2010-06-2110.6000003810000000010
9.329999923706058.927762031555000000013 2010-06-229.92000007629.47000026
9.380000114440919.031461715698000000005 2010-06-239.55000019079.57999992
09.43999958038339.022038459777000000007 2010-06-249.56000041969.56999969
9.079999923706058.635512351989000000008 2010-06-259.59000015259.15999984
9.079999923706058.560091972351000000005 2010-06-289.18999958039.07999992
8.479999542236328.051012992858000000007 2010-06-298.93999958038.53999996
8.510000228881838.117004394531000000007 2010-06-308.72999954228.60999965
8.220000267028808.154711723327000000009 2010-07-018.61999988558.64999961
08.06000041961677.721051692962000000007 2010-07-028.71000003818.18999958
8.020000457763677.617351055145000000007 2010-07-060000000008.58.07999992
8.270000457763678.786352157592000000014 2010-07-078.35999965669.31999969
9.119999885559088.993752479553000000008 2010-07-089.39000034339.53999996
9.270000457763678.993752479553000000006 2010-07-099.48999977119.53999996
9.100000381469728.673219680786000000006 2010-07-129.46000003819.19999980
9.289999961853028.795778274536000000008 2010-07-139.35000038149.32999992
9.170000076293948.748642921447000000005 2010-07-149.27999973299.27999973
8.850000381469728.588374137878000000006 2010-07-159.27000045779.10999965
8.850000381469728.437535285949000000008 2010-07-168.98999977118.94999980
8.050000190734868.126429557800000000015 2010-07-190000000000098.61999988
00000000000008.58.409253120422000000006 2010-07-200000000008.58.92000007
9.159999847412118.682649612426000000020 2010-07-219.44999980929.21000003
9.449999809265139.286004066467000000014 2010-07-229.44999980929.85000038
9.760000228881839.757373809814000000012 2010-07-239.770000457710.3500003
10.369999885559010.28530883789000000010 2010-07-2610.39999961810.9099998
10.40999984741219.936494827270000000010 2010-07-2711.10000038110.5399999
10.399999618530210.01191425323000000006 2010-07-2810.42000007610.6199998
10.310000419616710.04962444305000000007 2010-07-2910.73999977110.6599998
10.319999694824210.22874355316000000008 2010-07-3010.32999992310.8500003
10.640000343322710.03076839447000000014 2010-08-0200000000001110.6400003
10.220000267028810.04962444305000000011 2010-08-0310.69999980910.6599998
0000000000009.759.455698966979000000016 2010-08-0410.77000045710.0299997
9.590000152587899.088028907775000000010 2010-08-0510.0100002289.64000034
9.319999694824218.946616172790000000007 2010-08-069.52999973299.48999977
9.409999847412119.172873497009000000006 2010-08-099.63000011449.72999954
9.380000114440919.163448333740000000006 2010-08-109.53999996189.72000026
9.020000457763678.607228279113000000009 2010-08-119.35999965669.13000011
8.819999694824218.701503753662000000006 2010-08-128.93000030519.22999954
09.06000041961678.616656303405000000003 2010-08-139.21000003819.14000034
8.949999809265138.682649612426000000003 2010-08-169.06000041969.21000003
9.210000038146978.956043243408000000006 2010-08-179.319999694800000009.5
9.420000076293949.059743881225000000003 2010-08-189.48999977119.60999965
09.18999958038338.663791656494000000008 2010-08-199.59000015259.18999958
8.789999961853028.578948020935000000006 2010-08-209.10999965669.10000038
8.869999885559088.380970001220000000006 2010-08-239.21000003818.89000034
8.529999732971198.248987197875000000008 2010-08-248.68999958030000008.75
8.420000076293948.277271270751000000006 2010-08-258.71000003818.77999973
8.630000114440918.145287513732000000003 2010-08-268.90999984748.64000034
8.399999618530278.626084327697000000007 2010-08-278.82999992379.14999961
8.859999656677248.362118721008000000007 2010-08-309.22999954228.86999988
8.659999847412118.522382736206000000007 2010-08-31000000008.759.03999996
9.170000076293949.012607574462000000007 2010-09-019.32999992379.56000041
9.460000038146979.097455024719000000005 2010-09-029.59000015259.64999961
9.789999961853029.399132728576000000004 2010-09-039.90999984749.97000026
9.520000457763678.993752479553000000004 2010-09-079.88000011449.53999996
9.399999618530278.946616172790000000003 2010-09-089.56999969489.48999977
9.039999961853028.588374137878000000007 2010-09-099.72000026709.10999965
8.760000228881838.286695480346000000008 2010-09-109.18000030518.78999996
8.590000152587898.107577323913000000008 2010-09-139.06999969488.60000038
8.510000228881838.277271270751000000007 2010-09-148.64999961858.77999973
8.720000267028808.399827957153000000003 2010-09-158.73999977118.90999984
8.640000343322758.597802162170000000006 2010-09-168.86999988559.11999988
8.949999809265138.560091972351000000006 2010-09-179.18000030519.07999992
9.079999923706058.682649612426000000003 2010-09-209.10000038149.21000003
9.229999542236328.993752479553000000007 2010-09-219.31000041969.53999996
8.840000152587898.446965217590000000010 2010-09-229.48999977118.96000003
8.760000228881838.324406623840000000006 2010-09-238.84000015258.82999992
8.909999847412118.475244522094000000004 2010-09-248.97000026708.98999977
0000000000009.258.758067131042000000008 2010-09-279.27999973299.28999996
9.130000114440918.710929870605000000005 2010-09-289.31999969489.23999977
9.050000190734868.541237831115000000004 2010-09-299.23999977119.06000041
9.050000190734868.720359802246000000005 2010-09-309.14000034330000009.25
9.210000038146978.758067131042000000003 2010-10-019.28999996189.28999996
9.050000190734868.597802162170000000003 2010-10-049.23999977119.11999988
9.149999618530278.701503753662000000003 2010-10-059.27000045779.22999954
9.149999618530278.701503753662000000003 2010-10-069.27000045779.22999954
9.069999694824218.710929870605000000003 2010-10-079.30000019079.23999977
00000000000000098.550664901733000000004 2010-10-089.22000026709.06999969
00000000000000098.484672546386000000002 2010-10-119.06000041960000000009
08.93999958038339.003184318542000000010 2010-10-129.02000045779.55000019
9.649999618530279.238864898681000000007 2010-10-139.67000007629.80000019
9.619999885559089.220009803771000000003 2010-10-149.76000022889.77999973
9.680000305175789.144594192504000000003 2010-10-159.85000038149.69999980
9.699999809265139.540545463562000000006 2010-10-189.789999961810.1199998
9.850000381469729.512263298034000000008 2010-10-199.939999580310.0900001
10.399999618530210.21931838989000000019 2010-10-200000000010.510.8400001
10.550000190734810.13446903228000000009 2010-10-2110.9399995800000010.75
10.579999923706010.19103717803000000003 2010-10-2210.77000045710.8100004
10.909999847412110.91694736480000000012 2010-10-2510.97000026711.5799999
11.350000381469711.05835723876000000009 2010-10-2611.47000026711.7299995
11.529999732971111.31289577484000000006 2010-10-2711.6599998470000000012
11.760000228881811.19976806640000000006 2010-10-2812.02000045711.8800001
11.470000267028811.11492156982000000005 2010-10-2911.81000041911.7899999
11.489999771118110.99236583709000000004 2010-11-0111.88000011411.6599998
11.550000190734811.23747920989000000003 2010-11-02000000011.7511.9200000
11.869999885559011.37888908386000000005 2010-11-0311.93000030512.0699996
11.550000190734810.89809131622000000010 2010-11-0412.23999977111.5600004
11.529999732971110.90751934051000000005 2010-11-0511.60000038111.5699996
11.039999961853010.58698749542000000008 2010-11-0811.56999969411.2299995
10.869999885559010.36072826385000000005 2010-11-0911.35999965610.9899997
10.710000038146910.16275405883000000005 2010-11-1011.02000045710.7799997
10.550000190734810.20046329498000000003 2010-11-1110.68000030510.8199996
10.590000152587810.02134323120000000003 2010-11-1210.67000007610.6300001
10.510000228881810.09676074981000000003 2010-11-1510.64999961810.7100000
10.600000381469710.07790565490000000006 2010-11-1610.61999988510.6899995
10.619999885559010.08733272552000000003 2010-11-17000000010.7510.6999998
10.779999732971110.38901138305000000005 2010-11-1810.81999969411.0200004
10.850000381469710.44557571411000000003 2010-11-1910.97999954211.0799999
10.899999618530210.53985023498000000003 2010-11-2210.98999977111.1800003
10.899999618530210.46443080902000000003 2010-11-2311.03999996111.1000003
11.210000038146911.06778526306000000007 2010-11-2411.22000026711.7399997
11.609999656677211.03007411956000000002 2010-11-2611.85999965611.6999998
11.159999847412110.63412380218000000006 2010-11-2911.61999988511.2799997
11.010000228881810.52099323272000000003 2010-11-3011.18000030511.1599998
11.060000419616710.61526966094000000003 2010-12-0111.34000015211.2600002
11.029999732971110.47385787963000000004 2010-12-02000000011.2511.1099996
10.909999847412110.40786361694000000004 2010-12-0311.07999992311.0399999
10.939999580383310.51156902313000000004 2010-12-0600000000001111.1499996
10.55000019073489.945923805236000000008 2010-12-0711.31000041910.5500001
10.390000343322710.34187507629000000006 2010-12-0810.61999988510.9700002
10.770000457763610.28530883789000000004 2010-12-0911.05000019010.9099998
10.619999885559010.30416584014000000002 2010-12-1010.94999980910.9300003
00000000000010.59.908214569091000000005 2010-12-1310.93000030510.5100002
10.51000022888189.927067756652000000004 2010-12-1410.56000041910.5299997
10.13000011444099.559398651123000000005 2010-12-1510.63000011410.1400003
10.13000011444099.549968719482000000003 2010-12-1610.18000030510.1300001
00000000000000109.483979225158000000004 2010-12-1710.15999984710.0600004
10.02000045776369.597109794616000000003 2010-12-2010.02000045710.1800003
10.19999980926519.917638778686000000004 2010-12-2110.19999980910.5200004
10.26000022888189.729090690612000000003 2010-12-2210.53999996110.3199996
9.890000343322759.342569351196000000005 2010-12-2310.3000001909.90999984
9.800000190734869.304859161376000000002 2010-12-279.93000030519.86999988
9.800000190734869.323714256286000000003 2010-12-289.89999961859.89000034
9.850000381469729.559398651123000000002 2010-12-299.949999809210.1400003
10.05000019073489.549968719482000000001 2010-12-3010.15999984710.1300001
9.949999809265139.436842918395000000002 2010-12-3110.15999984710.0100002
10.079999923706010.04019546508000000007 2011-01-0310.10999965610.6499996
10.460000038146910.01191425323000000005 2011-01-0410.72999954210.6199998
10.729999542236310.46443080902000000008 2011-01-0510.73999977111.1000003
11.100000381469710.59641456604000000004 2011-01-0611.14999961811.2399997
11.100000381469710.74725246429000000004 2011-01-0711.19999980911.3999996
0000000000011.2510.81324481964000000004 2011-01-1011.28999996111.4700002
10.770000457763610.34187507629000000006 2011-01-1111.36999988510.9700002
0000000000010.7510.25702762603000000005 2011-01-1210.86999988510.8800001
10.789999961853010.26645469665000000002 2011-01-1310.82999992310.8900003
0000000000010.7510.17218112945000000002 2011-01-1410.84000015210.7899999
10.06999969482429.540545463562000000006 2011-01-1810.71000003810.1199998
09.93999958038339.455698966979000000007 2011-01-1910.21000003810.0299997
9.670000076293949.663099288940000000007 2011-01-209.97999954220000010.25
9.819999694824219.267148017883000000006 2011-01-2110.2299995429.82999992
9.850000381469729.521686553955000000008 2011-01-249.869999885510.1000003
9.899999618530279.549968719482000000004 2011-01-2510.14999961810.1300001
10.489999771118110.18160820007000000018 2011-01-2610.56000041910.8000001
10.710000038146910.41729259490000000008 2011-01-2710.85000038111.0500001
10.01000022888189.578253746032000000012 2011-01-2811.01000022810.1599998
9.890000343322759.351993560791000000007 2011-01-3110.1899995809.92000007
9.909999847412119.342569351196000000007 2011-02-019.97000026709.90999984
9.510000228881838.974899291992000000011 2011-02-029.89999961859.52000045
9.539999961853029.040889739990000000007 2011-02-039.53999996189.59000015
9.210000038146978.710929870605000000014 2011-02-040000000009.59.23999977
9.279999732971199.163448333740000000009 2011-02-079.28999996189.72000026
09.81000041961679.314285278320000000007 2011-02-089.85000038149.88000011
9.760000228881839.314285278320000000005 2011-02-099.94999980929.88000011
9.649999618530279.286004066467000000011 2011-02-109.82999992379.85000038
9.770000457763679.549968719482000000005 2011-02-119.779999732910.1300001
9.909999847412119.399132728576000000004 2011-02-1410.1800003059.97000026
9.970000267028809.502832412719000000003 2011-02-1510.06999969410.0799999
9.869999885559089.521686553955000000004 2011-02-1610.14999961810.1000003
9.819999694824219.351993560791000000006 2011-02-1710.0699996949.92000007
9.619999885559089.163448333740000000006 2011-02-189.90999984749.72000026
00000000000000098.644939422607000000018 2011-02-229.27999973299.17000007
8.159999847412118.003873825073000000019 2011-02-239.09000015258.48999977
8.229999542236327.947313308715000000019 2011-02-248.52000045778.43000030
8.409999847412118.079292297363000000009 2011-02-258.53999996188.56999969
8.449999809265138.117004394531000000006 2011-02-288.67000007628.60999965
7.920000076293947.494794845581000000010 2011-03-018.56000041967.94999980
7.710000038146977.513649463653000000008 2011-03-027.94000005727.96999979
8.220000267028807.881318092346000000010 2011-03-038.39000034338.35999965
8.010000228881837.805900096893000000009 2011-03-048.31999969488.27999973
8.010000228881837.824755668640000000009 2011-03-078.18999958038.30000019
8.329999923706058.748642921447000000017 2011-03-088.32999992379.27999973
0000000000008.758.418682098388000000009 2011-03-099.10000038148.93000030
08.81000041961678.569519996643000000012 2011-03-108.85999965669.09000015
9.170000076293948.654366493225000000007 2011-03-119.31000041969.18000030
8.840000152587898.362118721008000000006 2011-03-149.09000015258.86999988
8.420000076293948.409253120422000000007 2011-03-150000000008.58.92000007
8.510000228881838.060439109802000000007 2011-03-168.88000011448.55000019
8.460000038146978.003873825073000000008 2011-03-178.72000026708.48999977
8.729999542236328.446965217590000000012 2011-03-188.77000045778.96000003
8.819999694824218.644939422607000000006 2011-03-219.03999996189.17000007
8.850000381469728.390398979187000000005 2011-03-229.23999977118.89999961
8.649999618530278.230134010314000000004 2011-03-238.81999969488.72999954
8.699999809265138.352690696716000000003 2011-03-248.85000038148.85999965
8.899999618530278.503527641296000000003 2011-03-258.94999980929.02000045
8.979999542236328.503527641296000000004 2011-03-289.10999965669.02000045
8.850000381469728.362118721008000000004 2011-03-299.03999996188.86999988
8.859999656677248.456391334533000000004 2011-03-308.89999961858.97000026
8.590000152587898.211279869079000000004 2011-03-318.90999984748.71000003
0000000000008.758.277271270751000000005 2011-04-019.07999992378.77999973
8.640000343322758.239559173583000000003 2011-04-048.86999988558.73999977
8.420000076293947.966166019439000000005 2011-04-058.76000022888.44999980
8.149999618530277.919027805328000000008 2011-04-068.52000045778.39999961
8.199999809265137.768190860748000000004 2011-04-078.35000038148.23999977
7.849999904632567.485366821289000000007 2011-04-088.26000022887.94000005
7.760000228881837.768190860748000000009 2011-04-117.86999988558.23999977
8.220000267028807.966166019439000000010 2011-04-128.22000026708.44999980
8.170000076293947.787045955657000000005 2011-04-138.47999954228.26000022
8.029999732971197.598495483398000000004 2011-04-148.19999980928.06000041
8.010000228881837.626779079437000000003 2011-04-158.05000019078.09000015
8.029999732971197.853036880493000000006 2011-04-188.03999996188.32999992
8.229999542236327.777615070343000000004 2011-04-198.32999992370000008.25
8.090000152587897.673915863037000000005 2011-04-208.35000038148.14000034
8.050000190734867.664488315582000000002 2011-04-218.19999980928.13000011
08.06000041961677.805900096893000000004 2011-04-258.06999969488.27999973
8.380000114440918.296126365661000000009 2011-04-268.38000011448.80000019
8.659999847412118.248987197875000000006 2011-04-278.77000045770000008.75
8.590000152587898.267842292785000000003 2011-04-288.73999977118.77000045
8.680000305175788.569519996643000000006 2011-04-298.77000045779.09000015
8.979999542236328.541237831115000000006 2011-05-029.23999977119.06000041
00000000000000098.692077636718000000004 2011-05-039.01000022889.22000026
9.119999885559088.767496109008000000004 2011-05-049.18999958039.30000019
9.430000305175789.257721900939000000012 2011-05-059.47999954229.81999969
9.460000038146979.135162353515000000007 2011-05-0610.0100002289.68999958
09.31000041961678.786352157592000000004 2011-05-099.52999973299.31999969
9.380000114440918.956043243408000000008 2011-05-109.390000343300000009.5
9.319999694824219.417987823486000000010 2011-05-119.55000019079.98999977
9.609999656677249.069173812866000000004 2011-05-1210.0399999619.61999988
9.340000152587898.871197700500000000003 2011-05-139.64000034339.40999984
9.529999732971199.370850563049000000006 2011-05-169.55000019079.93999958
9.779999732971199.238864898681000000005 2011-05-179.85999965669.80000019
9.409999847412119.116310119628000000005 2011-05-189.76000022889.67000007
9.640000343322759.729090690612000000013 2011-05-199.779999732910.3199996
10.10999965667729.587679862976000000006 2011-05-20000000010.2510.1700000
00000000000000109.427413940429000000004 2011-05-2310.0500001900000000010
9.729999542236329.182301521301000000004 2011-05-2410.1000003819.73999977
9.159999847412118.739213943481000000011 2011-05-259.68000030519.27000045
9.109999656677248.720359802246000000008 2011-05-269.38000011440000009.25
9.050000190734868.597802162170000000005 2011-05-279.18999958039.11999988
9.050000190734868.578948020935000000004 2011-05-319.13000011449.10000038
9.010000228881838.522382736206000000007 2011-06-019.07999992379.03999996
08.93999958038338.588374137878000000006 2011-06-029.03999996189.10999965
8.859999656677248.380970001220000000007 2011-06-039.03999996188.89000034
8.510000228881838.060439109802000000005 2011-06-068.90999984748.55000019
8.510000228881838.069868087768000000004 2011-06-078.64999961858.56000041
8.210000038146977.787045955657000000007 2011-06-088.51000022888.26000022
8.020000457763677.579642295837000000005 2011-06-098.27999973298.03999996
8.050000190734867.636207103729000000005 2011-06-108.14999961858.10000038
8.170000076293947.739907264709000000004 2011-06-138.18000030518.21000003
8.149999618530277.702197551727000000003 2011-06-148.30000019078.17000007
7.940000057220457.758762836456000000007 2011-06-158.10000038148.22999954
8.149999618530277.758762836456000000006 2011-06-168.22999954228.22999954
8.329999923706057.919027805328000000007 2011-06-178.39000034338.39999961
08.43999958038338.107577323913000000006 2011-06-208.47999954228.60000038
8.489999771118168.154711723327000000006 2011-06-218.64000034338.64999961
8.449999809265137.994445323944000000004 2011-06-228.60000038148.47999954
8.670000076293948.399827957153000000009 2011-06-23000000008.758.90999984
8.340000152587898.192423820495000000009 2011-06-248.68000030518.68999958
8.699999809265138.626084327697000000009 2011-06-278.72999954229.14999961
8.909999847412118.607228279113000000005 2011-06-289.14999961859.13000011
8.840000152587898.343263626098000000005 2011-06-299.14000034338.85000038
8.899999618530278.399827957153000000004 2011-06-308.92000007628.90999984
8.899999618530278.428105354309000000004 2011-07-019.02000045778.93999958
8.420000076293947.966166019439000000007 2011-07-058.88000011448.44999980
8.300000190734867.862463474273000000007 2011-07-068.44999980928.34000015
0000000000008.257.909602642059000000005 2011-07-078.42000007628.39000034
8.159999847412117.739907264709000000005 2011-07-088.31000041968.21000003
8.050000190734867.598495483398000000003 2011-07-118.18999958038.06000041
7.900000095367437.494794845581000000005 2011-07-128.02000045777.94999980
7.900000095367437.447657108306000000004 2011-07-138.02999973297.90000009
7.619999885559087.202544689178000000006 2011-07-147.88999986647.63999986
7.349999904632567.013996124267000000005 2011-07-157.65000009537.44000005
6.969999790191656.627472877502000000009 2011-07-187.15999984747.03000020
6.789999961853026.608617305755000000009 2011-07-197.07999992377.01000022
6.860000133514406.504916191101000000005 2011-07-207.11999988556.90000009
