3.507999897003174.777999877929000000093 2010-06-293.79999995234.77799987
6.604000091552736.644000053405000000002 2012-12-286.67600011826.64400005
6.599999904632566.774000167846000000002 2012-12-316.59999990466.77400016
6.941999912261967.072000026702000000005 2013-01-020000000000077.07200002
6.949999809265136.953999996185000000003 2013-01-037.03599977496.95399999
6.783999919891356.880000114440000000003 2013-01-046.96000003816.88000011
6.780000209808356.868000030517000000002 2013-01-076.96000003816.86800003
6.622000217437746.736000061035000000006 2013-01-086.90000009536.73600006
6.679999828338626.728000164031000000003 2013-01-096.80200004576.72800016
6.676000118255616.705999851226000000004 2013-01-106.77400016786.70599985
6.421999931335446.581999778747000000007 2013-01-116.80800008776.58199977
6.570000171661376.651999950408000000004 2013-01-146.61600017546.65199995
6.616000175476076.780000209808000000008 2013-01-156.62200021746.78000020
6.745999813079836.820000171661000000006 2013-01-166.76999998096.82000017
6.783999919891356.875999927520000000007 2013-01-176.83199977876.87599992
6.763999938964846.903999805450000000017 2013-01-186.94799995426.90399980
6.852000236511237.038000106811000000009 2013-01-226.91200017927.03800010
6.992000102996827.199999809265000000007 2013-01-237.00400018697.19999980
7.168000221252447.397999763488000000009 2013-01-247.19999980927.39799976
7.360000133514407.395999908447000000006 2013-01-257.40000009537.39599990
7.372000217437747.605999946594000000009 2013-01-287.37200021747.60599994
7.426000118255617.590000152587000000007 2013-01-297.61999988557.59000015
7.486000061035157.504000186920000000004 2013-01-307.57000017167.50400018
7.386000156402587.501999855041000000004 2013-01-317.57399988177.50199985
7.524000167846687.659999847412000000005 2013-02-017.63399982457.65999984
7.518000125885017.547999858856000000005 2013-02-047.67999982837.54799985
7.535999774932867.625999927520000000006 2013-02-057.59999990467.62599992
7.579999923706057.834000110626000000009 2013-02-067.63600015647.83400011
7.789999961853027.895999908447000000005 2013-02-077.83799982077.89599990
7.828000068664557.848000049591000000005 2013-02-087.88999986647.84800004
00000000000007.57.684000015258000000016 2013-02-117.59600019457.68400001
7.458000183105467.578000068664000000011 2013-02-127.69000005727.57800006
7.610000133514407.690000057220000000004 2013-02-137.65999984747.69000005
7.642000198364257.653999805450000000004 2013-02-147.72800016407.65399980
7.389999866485597.407999992370000000010 2013-02-157.69999980927.40799999
7.461999893188477.855999946594000000013 2013-02-197.47200012207.85599994
7.691999912261967.708000183105000000015 2013-02-207.86000013357.70800018
6.907999992370607.032000064849000000045 2013-02-217.29799985887.03200006
7.119999885559087.222000122070000000012 2013-02-227.14400005347.22200012
6.868000030517576.875999927520000000014 2013-02-257.23000001906.87599992
6.760000228881836.886000156402000000013 2013-02-266.89200019836.88600015
6.880000114440917.019999980926000000009 2013-02-276.88199996947.01999998
6.874000072479246.966000080108000000009 2013-02-287.17799997326.96600008
6.849999904632566.929999828338000000007 2013-03-010000000000076.92999982
6.940000057220457.116000175476000000008 2013-03-046.95399999617.11600017
7.157999992370607.329999923706000000010 2013-03-057.19999980927.32999992
7.394000053405767.538000106811000000005 2013-03-067.40199995047.53800010
7.375999927520757.645999908447000000005 2013-03-077.54600000387.64599990
7.472000122070317.693999767303000000004 2013-03-087.61199998857.69399976
7.730000019073487.820000171661000000007 2013-03-117.77400016787.82000017
7.769999980926517.823999881744000000006 2013-03-127.78000020987.82399988
7.762000083923347.796000003814000000004 2013-03-137.80000019077.79600000
7.354000091552737.369999885559000000010 2013-03-147.78000020987.36999988
7.041999816894537.058000087738000000016 2013-03-157.32800006867.05800008
6.984000205993657.030000209808000000006 2013-03-187.05999994277.03000020
6.987999916076667.015999794006000000005 2013-03-197.05000019077.01599979
7.032000064849857.190000057220000000007 2013-03-207.05200004577.19000005
7.147999763488767.202000141143000000005 2013-03-217.19000005727.20200014
7.239999771118167.323999881744000000002 2013-03-227.23999977117.32399988
7.354000091552737.506000041961000000011 2013-03-257.42000007627.50600004
7.532000064849857.572000026702000000009 2013-03-267.59600019457.57200002
7.461999893188477.631999969482000000006 2013-03-277.58799982077.63199996
7.550000190734867.578000068664000000005 2013-03-287.64599990847.57800006
8.340000152587898.786000251770000000070 2013-04-018.47200012208.78600025
8.701999664306648.868000030517000000033 2013-04-028.72000026708.86800003
8.041999816894538.220000267028000000028 2013-04-038.61999988558.22000026
8.161999702453618.402000427246000000011 2013-04-048.22200012208.40200042
8.100000381469728.274000167846000000007 2013-04-058.39999961858.27400016
8.302000045776368.366000175476000000008 2013-04-088.39400005348.36600017
8.065999984741218.100000381469000000008 2013-04-098.35999965668.10000038
8.121999740600588.371999740600000000010 2013-04-108.14000034338.37199974
8.350000381469728.718000411987000000017 2013-04-118.41199970248.71800041
8.6099996566772400000000008.75000000015 2013-04-128.64999961850000008.75
8.501999855041508.659999847412000000008 2013-04-158.69999980928.65999984
8.781999588012699.118000030517000000015 2013-04-168.83800029759.11800003
8.907999992370609.090000152587000000010 2013-04-179.10000038149.09000015
9.078000068664559.394000053405000000016 2013-04-189.19600009919.39400005
9.413999557495119.565999984741000000015 2013-04-199.49199962619.56599998
9.5500001907348610.03800010681000000019 2013-04-229.720000267010.0380001
10.131999969482410.20199966430000000018 2013-04-2310.19999980910.2019996
9.7959995269775310.08600044250000000013 2013-04-2410.18000030510.0860004
10.100000381469710.39999961853000000013 2013-04-2510.10000038110.3999996
10.123999595642010.23999977111000000018 2013-04-2610.62600040410.2399997
10.239999771118110.98799991607000000018 2013-04-2910.35200023610.9879999
10.751999855041510.79800033569000000027 2013-04-3011.19999980910.7980003
10.600000381469710.65600013732000000013 2013-05-0111.19799995410.6560001
10.739999771118110.82199954986000000015 2013-05-0210.77000045710.8219995
10.899999618530210.90999984741000000016 2013-05-0311.29399967110.9099998
11.100000381469711.89999961853000000021 2013-05-0611.27799987711.8999996
11.024000167846611.10200023651000000049 2013-05-0712.39999961811.1020002
11.142000198364211.15799999237000000033 2013-05-080000000011.511.1579999
12.737999916076613.88000011444000000143 2013-05-0914.02400016713.8800001
13.850000381469715.35200023651000000125 2013-05-1013.93000030515.3520002
15.829999923706017.55999946594000000112 2013-05-1316.19799995417.5599994
16.229999542236316.64800071716000000185 2013-05-1418.84399986216.6480007
15.621999740600516.96800041198000000084 2013-05-1516.36000061016.9680004
17.732000350952118.45000076293000000108 2013-05-1618.94000053418.4500007
00000000000017.518.29999923706000000095 2013-05-170000000018.518.2999992
17.725999832153317.98800086975000000041 2013-05-2018.22400093017.9880008
17.055999755859317.51799964904000000044 2013-05-2117.70000076217.5179996
17.100000381469717.44799995422000000042 2013-05-2217.27400016717.4479999
16.610000610351518.54599952697000000060 2013-05-2316.96199989318.5459995
18.399999618530219.41600036621000000080 2013-05-2418.52000045719.4160003
20.059999465942322.06599998474000000098 2013-05-2820.30999946522.0659999
19.799999237060520.92600059509000000125 2013-05-2922.70999908420.9260005
20.239999771118120.98999977111000000080 2013-05-3020.49200057920.9899997
19.545999526977519.55200004577000000075 2013-05-3121.25200080819.5520000
17.649999618530218.51799964904000000095 2013-06-0319.52400016718.5179996
18.479999542236318.96800041198000000044 2013-06-0418.54999923718.9680004
17.822000503540019.07399940490000000061 2013-06-0518.73200035019.0739994
19.021999359130819.46999931335000000047 2013-06-0619.04999923719.4699993
19.340000152587820.40800094604000000053 2013-06-0719.60000038120.4080009
19.714000701904220.01000022888000000046 2013-06-1019.78599929820.0100002
18.809999465942318.89399909973000000036 2013-06-1119.63599967918.8939990
19.149999618530219.54599952697000000045 2013-06-1219.36000061019.5459995
19.024000167846619.63599967956000000029 2013-06-1319.79999923719.6359996
19.865999221801720.05999946594000000032 2013-06-1400000000002020.0599994
20.239999771118120.44000053405000000035 2013-06-1720.71999931320.4400005
19.840000152587820.67799949645000000043 2013-06-1820.35000038120.6779994
20.402000427246020.93600082397000000042 2013-06-1920.41200065620.9360008
19.889999389648420.12999916076000000050 2013-06-2020.93000030520.1299991
00000000000019.519.90999984741000000058 2013-06-2120.73999977119.9099998
19.059999465942320.29800033569000000035 2013-06-2419.29999923720.2980003
20.110000610351520.47999954223000000029 2013-06-2520.62000083920.4799995
20.531999588012621.14399909973000000033 2013-06-2620.76000022821.1439990
21.225999832153321.85000038146000000043 2013-06-2721.35000038121.8500003
21.341999053955021.47200012207000000028 2013-06-2821.71400070121.4720001
21.829999923706023.43600082397000000054 2013-07-0121.87199974023.4360008
23.100000381469723.56399917602000000060 2013-07-0223.64999961823.5639991
22.854000091552723.04800033569000000024 2013-07-0323.60000038123.0480003
23.139999389648424.01799964904000000034 2013-07-0523.66399955724.0179996
23.763999938964824.32200050354000000039 2013-07-0824.27400016724.3220005
24.381999969482424.69000053405000000043 2013-07-0924.92799949624.6900005
24.158000946044924.45400047302000000028 2013-07-1024.63800048824.4540004
24.469999313354425.12199974060000000037 2013-07-1124.97599983225.1219997
24.902000427246025.97999954223000000056 2013-07-1225.10000038125.9799995
25.364000320434525.45199966430000000049 2013-07-1526.60600090025.4519996
21.459999084472621.80999946594000000161 2013-07-1625.25600051821.8099994
20.899999618530224.04999923706000000130 2013-07-1721.30400085424.0499992
23.236000061035123.80599975585000000056 2013-07-1824.19400024423.8059997
23.302000045776323.93600082397000000029 2013-07-1923.70000076223.9360008
23.975999832153324.48600006103000000048 2013-07-2223.97800064024.4860000
24.364000320434524.54800033569000000038 2013-07-2324.79999923724.5480003
23.912000656127924.34000015258000000034 2013-07-2424.89399909924.3400001
24.038000106811524.81399917602000000026 2013-07-2524.07999992324.8139991
25.322000503540025.87800025939000000048 2013-07-2625.62800025925.8780002
25.649999618530226.92399978637000000048 2013-07-2925.86400032026.9239997
25.635999679565426.34799957275000000065 2013-07-3026.95999908426.3479995
26.290000915527326.85600090026000000031 2013-07-3126.51399993826.8560009
26.525999069213827.11000061035000000026 2013-08-0100000000002727.1100006
26.722000122070327.60000038146000000031 2013-08-0226.91799926727.6000003
27.930000305175728.93600082397000000051 2013-08-0528.00200080828.9360008
28.219999313354428.43000030517000000046 2013-08-0628.95000076228.4300003
26.472000122070326.84600067138000000091 2013-08-0728.37800025926.8460006
30.091999053955030.69599914550000000136 2013-08-0830.87000083930.6959991
0000000000030.2530.60000038146000000044 2013-08-0930.47999954230.6000003
28.409999847412129.47599983215000000074 2013-08-1229.88599967929.4759998
28.889999389648429.08600044250000000043 2013-08-1329.89999961829.0860004
27.610000610351527.87199974060000000058 2013-08-1428.54400062527.8719997
000000000000002727.93400001525000000050 2013-08-1527.28599929827.9340000
28.194000244140628.39999961853000000035 2013-08-1628.32600021328.3999996
28.565999984741228.97999954223000000040 2013-08-1928.68600082328.9799995
29.399999618530229.91600036621000000032 2013-08-2029.72999954229.9160003
0000000000029.2529.57200050354000000031 2013-08-2100000000003029.5720005
29.628000259399431.42000007629000000052 2013-08-2229.84399986231.4200000
000000000000003132.36800003051000000064 2013-08-2331.39999961832.3680000
32.049999237060532.84400177001000000120 2013-08-2633.02999877932.8440017
32.189998626708933.40200042724000000087 2013-08-2732.45999908433.4020004
32.650001525878933.29000091552000000073 2013-08-2833.81200027433.2900009
32.501998901367133.21200180053000000047 2013-08-2932.84400177033.2120018
32.791999816894533.79999923706000000055 2013-08-3033.27399826033.7999992
33.279998779296833.78799819946000000060 2013-09-0334.68000030533.7879981
33.111999511718734.12400054931000000057 2013-09-0433.95399856534.1240005
33.650001525878933.98600006103000000033 2013-09-0534.02000045733.9860000
33.029998779296833.39400100708000000043 2013-09-0633.71400070133.3940010
31.701999664306632.13999938964000000071 2013-09-0932.62400054932.1399993
32.125999450683533.27399826049000000044 2013-09-1032.29000091533.2739982
32.425998687744132.70399856567000000029 2013-09-1133.28200149532.7039985
32.102001190185532.98600006103000000030 2013-09-1232.79999923732.9860000
32.431999206542933.10800170898000000027 2013-09-1332.55400085433.1080017
33.169998168945333.31600189208000000037 2013-09-1633.59999847433.3160018
32.672000885009733.24599838256000000027 2013-09-1733.01599884033.2459983
32.840000152587833.24399948120000000027 2013-09-1833.41400146433.2439994
33.816001892089835.58399963378000000077 2013-09-1934.15999984735.5839996
35.712001800537136.67800140380000000067 2013-09-2035.77999877936.6780014
35.422000885009736.22200012207000000040 2013-09-2336.89599990836.2220001
35.529998779296836.46599960327000000031 2013-09-2435.82799911436.4659996
36.099998474121037.04800033569000000041 2013-09-2536.71200180037.0480003
37.122001647949237.72800064086000000033 2013-09-2637.34000015237.7280006
37.285999298095738.18000030517000000029 2013-09-2737.50400161738.1800003
37.599998474121038.67399978637000000044 2013-09-3037.79999923738.6739997
37.673999786376938.59999847412000000038 2013-10-0138.79199981638.5999984
35.080001831054636.18999862670000000103 2013-10-0237.71799850436.1899986
33.599998474121034.66199874877000000119 2013-10-0335.00999832134.6619987
34.529998779296836.19599914550000000072 2013-10-0435.27999877936.1959991
36.051998138427736.61399841308000000057 2013-10-0736.49200057936.6139984
34.641998291015634.94599914550000000068 2013-10-0836.88000106834.9459991
32.299999237060533.75600051879000000076 2013-10-0934.94599914533.7560005
33.937999725341834.58599853515000000044 2013-10-1034.61800003034.5859985
34.240001678466835.74000167846000000041 2013-10-1134.54999923735.7400016
34.830001831054635.94400024414000000038 2013-10-1400000000003535.9440002
36.636001586914036.78799819946000000054 2013-10-1537.05599975536.7879981
36.417999267578136.71200180053000000041 2013-10-1636.97999954236.7120018
36.198001861572236.56000137329000000033 2013-10-1736.70800018336.5600013
36.504001617431636.68000030517000000029 2013-10-1836.83000183136.6800003
34.200000762939434.52000045776000000057 2013-10-2136.65599822934.5200004
33.222000122070334.30799865722000000056 2013-10-2234.09999847434.3079986
32.029998779296832.90000152587000000066 2013-10-2333.78200149532.9000015
32.566001892089834.63000106811000000054 2013-10-2400000000003334.6300010
33.360000610351533.93199920654000000037 2013-10-2534.84199905333.9319992
32.439998626708932.57199859619000000039 2013-10-2834.03599929832.5719985
30.600000381469732.89400100708000000070 2013-10-2932.55199813832.8940010
31.634000778198231.84399986267000000042 2013-10-3032.92599868731.8439998
30.659999847412131.98800086975000000046 2013-10-3131.13400077831.9880008
32.082000732421832.43399810791000000035 2013-11-0132.59999847432.4339981
32.844001770019535.04000091552000000065 2013-11-0400000000003335.0400009
34.271999359130835.36199951171000000112 2013-11-0500000000003635.3619995
29.270000457763630.23200035095000000155 2013-11-0630.96199989330.2320003
27.524000167846627.95400047302000000111 2013-11-0728.83799934327.9540004
26.464000701904227.59000015258000000112 2013-11-0827.29599952627.5900001
27.420000076293928.94000053405000000069 2013-11-1128.20000076228.9400005
27.236000061035127.55999946594000000074 2013-11-1228.93799972527.5599994
27.267999649047827.73999977111000000063 2013-11-1328.16799926727.7399997
26.822000503540027.52000045776000000061 2013-11-1427.78400039627.5200004
26.870000839233427.09000015258000000049 2013-11-1527.37000083927.0900001
23.922000885009724.31599998474000000115 2013-11-1827.05400085424.3159999
23.843999862670925.21800041198000000099 2013-11-1923.88599967925.2180004
23.812000274658224.22200012207000000069 2013-11-2025.21599960324.2220001
24.049999237060524.42000007629000000059 2013-11-2124.57799911424.4200000
23.586000442504824.27599906921000000055 2013-11-2224.31599998424.2759990
24.059999465942324.16799926757000000051 2013-11-2524.89999961824.1679992
23.219999313354424.10000038146000000069 2013-11-2623.87599945024.1000003
23.903999328613225.38800048828000000061 2013-11-2724.26199913025.3880004
25.395999908447225.45599937438000000048 2013-11-2925.95400047325.4559993
24.785999298095724.83399963378000000038 2013-12-0225.27000045724.8339996
26.318000793457028.94000053405000000128 2013-12-0326.53599929828.9400005
27.426000595092727.79000091552000000065 2013-12-0428.86400032027.7900009
27.899999618530228.09600067138000000046 2013-12-0528.03000068628.0960006
27.260000228881827.47200012207000000039 2013-12-0628.30200004527.4720001
26.841999053955028.31999969482000000045 2013-12-0927.39999961828.3199996
27.972000122070328.43799972534000000053 2013-12-1028.01000022828.4379997
27.898000717163027.93000030517000000035 2013-12-1128.37599945027.9300003
27.705999374389629.49399948120000000053 2013-12-1227.94000053429.4939994
29.464000701904229.53000068664000000052 2013-12-1329.61000061029.5300006
29.219999313354429.58799934387000000033 2013-12-1629.69599914529.5879993
29.263999938964830.49200057983000000052 2013-12-1729.51600074730.4920005
29.190000534057629.59600067138000000057 2013-12-1830.44799995429.5960006
27.819999694824228.14399909973000000063 2013-12-1929.37999916028.1439990
28.315999984741228.64800071716000000037 2013-12-2028.31599998428.6480007
28.520000457763628.70999908447000000026 2013-12-2328.96999931328.7099990
29.964000701904230.28199958801000000049 2013-12-2400000000003030.2819995
30.857999801635731.10000038146000000035 2013-12-2631.00799942031.1000003
30.159999847412130.22400093078000000027 2013-12-2731.05999946530.2240009
30.149999618530230.48800086975000000022 2013-12-3030.22400093030.4880008
29.732000350952130.08600044250000000021 2013-12-3130.46400070130.0860004
29.309999465942330.02000045776000000030 2014-01-0229.95999908430.0200004
29.719999313354429.91200065612000000023 2014-01-0300000000003029.9120006
29.048000335693329.39999961853000000026 2014-01-0600000000003029.3999996
29.049999237060529.87199974060000000025 2014-01-0729.52400016729.8719997
29.752000808715830.25600051879000000030 2014-01-0829.77000045730.2560005
29.370000839233429.50600051879000000026 2014-01-090000000030.529.5060005
28.450000762939429.14399909973000000037 2014-01-1029.69199943529.1439990
27.563999176025327.86800003051000000031 2014-01-1329.15600013727.8680000
27.333999633789032.25400161743000000138 2014-01-1428.10000038132.2540016
32.419998168945332.82600021362000000102 2014-01-1533.68999862632.8260002
32.479999542236334.19400024414000000059 2014-01-160000000032.534.1940002
33.590000152587834.00199890136000000046 2014-01-1734.03799819934.0019989
34.161998748779335.33599853515000000048 2014-01-2134.24800109835.3359985
34.951999664306635.71200180053000000035 2014-01-2235.56200027435.7120018
34.683998107910136.29999923706000000039 2014-01-2335.44599914536.2999992
34.706001281738234.91999816894000000038 2014-01-2435.56999969434.9199981
32.942001342773433.92399978637000000043 2014-01-2735.03200149533.9239997
34.200000762939435.67599868774000000030 2014-01-2834.29999923735.6759986
34.625999450683535.04600143432000000029 2014-01-2935.06000137335.0460014
35.402000427246036.56800079345000000042 2014-01-3035.59999847436.5680007
35.701999664306636.28200149536000000032 2014-01-3135.77000045736.2820014
35.032001495361335.42200088500000000033 2014-02-0336.57799911435.4220008
35.240001678466835.74599838256000000023 2014-02-0436.13999938935.7459983
33.872001647949234.88399887084000000036 2014-02-0535.65999984734.8839988
35.200000762939435.67599868774000000029 2014-02-0635.25999832135.6759986
35.919998168945337.30599975585000000044 2014-02-0736.20199966437.3059997
37.863998413085939.31200027465000000064 2014-02-1037.86800003039.3120002
38.540000915527339.32400131225000000053 2014-02-1139.79399871839.3240013
38.863998413085939.06399917602000000025 2014-02-1239.15599822939.0639991
38.650001525878939.92599868774000000040 2014-02-1338.66799926739.9259986
39.400001525878939.64599990844000000030 2014-02-1439.61999893139.6459999
40.271999359130840.74000167846000000046 2014-02-1841.04800033540.7400016
38.681999206542938.72800064086000000080 2014-02-1940.74000167838.7280006
41.254001617431641.99399948120000000090 2014-02-2043.00199890141.9939994
41.838001251220741.91999816894000000039 2014-02-2142.32799911441.9199981
41.664001464843743.52999877929000000041 2014-02-2441.75199890143.5299987
45.689998626708949.59999847412000000163 2014-02-2500000000004649.5999984
00000000000049.550.59999847412000000123 2014-02-2651.71599960350.5999984
49.666000366210950.50799942016000000089 2014-02-27000000052.2550.5079994
48.509998321533248.96200180053000000072 2014-02-2849.93000030548.9620018
46.998001098632850.11199951171000000065 2014-03-0347.45199966450.1119995
50.566001892089850.96799850463000000043 2014-03-0451.69599914550.9679985
50.360000610351550.53200149536000000029 2014-03-0551.34400177050.5320014
49.889999389648450.58800125122000000036 2014-03-0650.82799911450.5880012
48.881999969482449.24200057983000000039 2014-03-0750.58800125149.2420005
47.212001800537147.76800155639000000038 2014-03-1048.54000091547.7680015
46.486000061035146.88199996948000000044 2014-03-1147.29999923746.8819999
46.222000122070348.29800033569000000048 2014-03-1246.29999923748.2980003
46.799999237060547.55799865722000000031 2014-03-1348.75799942047.5579986
45.664001464843746.19400024414000000041 2014-03-1447.05799865746.1940002
46.099998474121046.79600143432000000029 2014-03-1746.99000167846.7960014
47.004001617431648.00799942016000000031 2014-03-1847.38999938948.0079994
46.701999664306647.16799926757000000025 2014-03-1948.27799987747.1679992
46.672000885009746.98199844360000000019 2014-03-2047.23199844346.9819984
00000000000045.545.77799987792000000041 2014-03-2147.20399856545.7779998
42.054000854492144.03400039672000000056 2014-03-2445.95000076244.0340003
43.580001831054644.08800125122000000039 2014-03-2544.82799911444.0880012
42.270000457763642.59199905395000000034 2014-03-2644.38999938942.5919990
40.599998474121041.46400070190000000047 2014-03-2742.47399902341.4640007
42.054000854492142.47399902343000000048 2014-03-2842.56000137342.4739990
41.277999877929641.68999862670000000041 2014-03-3143.29999923741.6899986
41.715999603271443.39400100708000000036 2014-04-0141.80400085443.3940010
43.610000610351546.05799865722000000053 2014-04-0200000000004446.0579986
44.400001525878945.08000183105000000054 2014-04-0346.06000137345.0800018
0000000000042.2542.44599914550000000056 2014-04-0445.20199966442.4459991
40.701999664306641.50400161743000000049 2014-04-0741.16199874841.5040016
41.284000396728543.09199905395000000034 2014-04-0842.00999832143.0919990
42.178001403808543.38600158691000000025 2014-04-0943.35200119043.3860015
40.757999420166040.83800125122000000036 2014-04-1043.36399841340.8380012
39.720001220703140.75600051879000000045 2014-04-1140.12200164740.7560005
38.881999969482439.61800003051000000038 2014-04-1441.52000045739.6180000
36.863998413085938.78200149536000000068 2014-04-1539.81800079338.7820014
38.164001464843739.82199859619000000036 2014-04-1639.40000152539.8219985
38.816001892089839.62400054931000000029 2014-04-1739.92200088539.6240005
38.799999237060540.87599945068000000026 2014-04-2139.41600036640.8759994
41.001998901367143.72800064086000000049 2014-04-2241.27199935943.7280006
41.400001525878941.59799957275000000036 2014-04-2343.26599884041.5979995
40.639999389648441.57199859619000000027 2014-04-2442.16199874841.5719985
39.529998779296839.97000122070000000034 2014-04-2540.40000152539.9700012
38.099998474121039.70199966430000000035 2014-04-2800000000004039.7019996
39.105998992919941.38399887084000000028 2014-04-2939.64199829141.3839988
40.256000518798841.57799911499000000022 2014-04-3040.72000122041.5779991
41.138000488281241.54600143432000000027 2014-05-0141.41600036641.5460014
41.304000854492142.18199920654000000020 2014-05-0241.72000122042.1819992
41.703998565673843.32199859619000000025 2014-05-0541.89599990843.3219985
41.369998931884741.45600128173000000028 2014-05-0643.31999969441.4560012
39.450000762939440.27000045776000000050 2014-05-0741.92800140340.2700004
35.599998474121035.71799850463000000100 2014-05-0836.40000152535.7179985
35.444000244140636.45199966430000000042 2014-05-0935.97200012236.4519996
35.976001739501936.93399810791000000035 2014-05-1236.77399826036.9339981
36.599998474121038.03200149536000000035 2014-05-1336.75199890138.0320014
37.419998168945338.12400054931000000027 2014-05-1437.79000091538.1240005
37.060001373291037.71799850463000000030 2014-05-1537.99599838237.7179985
37.543998718261738.31200027465000000022 2014-05-1637.79000091538.3120002
000000000000003839.21799850463000000022 2014-05-1938.14400100739.2179985
38.613998413085939.06000137329000000027 2014-05-2039.38800048839.0600013
38.958000183105439.88999938964000000026 2014-05-2139.23600006139.8899993
39.911998748779340.97600173950000000031 2014-05-2240.06999969440.9760017
00000000000040.541.45999908447000000020 2014-05-2340.90599822941.4599990
41.540000915527342.31200027465000000026 2014-05-2741.70399856542.3120002
41.051998138427742.04800033569000000027 2014-05-2842.00400161742.0480003
41.543998718261742.04800033569000000018 2014-05-2942.11399841342.0480003
41.403999328613241.55400085449000000027 2014-05-3042.06000137341.5540008
40.333999633789040.93999862670000000023 2014-06-0241.46599960340.9399986
40.518001556396440.98799896240000000019 2014-06-0340.69800186140.9879989
40.080001831054640.79800033569000000017 2014-06-0440.86999893140.7980003
40.810001373291041.38000106811000000020 2014-06-0540.89400100741.3800010
41.436000823974641.63399887084000000015 2014-06-0641.95000076241.6339988
40.840000152587841.06200027465000000014 2014-06-0941.59000015241.0620002
40.310001373291040.45999908447000000017 2014-06-1040.88600158640.4599990
39.849998474121040.89400100708000000019 2014-06-1140.29999923740.8940010
40.541999816894540.70399856567000000029 2014-06-1241.02000045740.7039985
40.316001892089841.28400039672000000017 2014-06-1340.95600128141.2840003
41.251998901367144.92200088500000000066 2014-06-1641.35200119044.9220008
44.569999694824246.33399963378000000066 2014-06-1744.82199859646.3339996
45.223999023437545.42399978637000000034 2014-06-1846.29999923745.4239997
45.400001525878945.55799865722000000043 2014-06-1945.77600097645.5579986
45.240001678466845.91799926757000000024 2014-06-2045.70399856545.9179992
45.644001007080047.44400024414000000038 2014-06-2345.90200042747.4440002
46.3260002136230000000000046.5000000040 2014-06-2447.79399871800000046.5
46.048000335693347.37799835205000000029 2014-06-2546.61000061047.3779983
46.841999053955047.11999893188000000025 2014-06-2647.43399810747.1199989
46.900001525878947.81200027465000000028 2014-06-2746.93799972547.8120002
47.799999237060548.01200103759000000024 2014-06-3047.90999984748.0120010
47.740001678466847.94400024414000000021 2014-07-0148.49200057947.9440002
45.414001464843745.88600158691000000040 2014-07-0248.13199996945.8860015
44.799999237060545.84999847412000000025 2014-07-0346.25799942045.8499984
44.080001831054644.53200149536000000029 2014-07-070000000045.544.5320014
42.854000091552743.81399917602000000039 2014-07-0843.72999954243.8139991
43.841999053955044.61199951171000000020 2014-07-0944.25400161744.6119995
43.208000183105443.89199829101000000024 2014-07-1043.43600082343.8919982
43.520000457763643.62599945068000000016 2014-07-1144.12200164743.6259994
43.090000152587845.34000015258000000036 2014-07-1443.99800109845.3400001
43.619998931884743.91600036621000000028 2014-07-1545.34600067143.9160003
43.363998413085943.43199920654000000020 2014-07-1644.36399841343.4319992
42.720001220703143.08000183105000000023 2014-07-1743.23199844343.0800018
43.186000823974644.00400161743000000021 2014-07-1843.18999862644.0040016
43.344001770019544.10800170898000000019 2014-07-2143.45000076244.1080017
43.821998596191443.91600036621000000013 2014-07-2244.43799972543.9160003
43.886001586914044.49800109863000000015 2014-07-2344.00199890144.4980010
44.159999847412144.70800018310000000016 2014-07-2444.65000152544.7080001
44.349998474121044.71400070190000000015 2014-07-2544.54399871844.7140007
44.279998779296844.96400070190000000032 2014-07-2844.84999847444.9640007
44.972000122070345.00199890136000000016 2014-07-2945.32199859645.0019989
44.208000183105445.78400039672000000024 2014-07-3044.38399887045.7840003
44.299999237060544.65999984741000000038 2014-07-3145.85200119044.6599998
45.200000762939446.65399932861000000059 2014-08-0145.21799850446.6539993
46.653999328613247.70399856567000000029 2014-08-0446.87599945047.7039985
47.138000488281247.69800186157000000026 2014-08-0547.49399948147.6980018
47.715999603271449.78599929809000000046 2014-08-0647.77999877949.7859992
49.824001312255850.47800064086000000037 2014-08-0750.02399826050.4780006
49.299999237060549.62599945068000000025 2014-08-0850.23199844349.6259994
000000000000005151.86399841308000000040 2014-08-1151.09600067151.8639984
50.916000366210951.99200057983000000031 2014-08-1251.61600112951.9920005
51.922000885009752.06200027465000000034 2014-08-1352.40200042752.0620002
51.299999237060552.27600097656000000020 2014-08-1452.49800109852.2760009
51.700000762939452.40200042724000000019 2014-08-1552.29600143452.4020004
51.950000762939451.98799896240000000029 2014-08-1852.65000152551.9879989
50.324001312255851.35200119018000000026 2014-08-1951.77399826051.3520011
50.599998474121051.14199829101000000015 2014-08-2050.93399810751.1419982
50.652000427246050.86800003051000000014 2014-08-2151.30400085450.8680000
50.521999359130851.35599899291000000014 2014-08-2250.90800094651.3559989
51.638000488281252.50999832153000000021 2014-08-2551.63800048852.5099983
52.332000732421852.34799957275000000019 2014-08-2652.99599838252.3479995
52.057998657226552.65000152587000000014 2014-08-2752.70000076252.6500015
52.327999114990252.77199935913000000014 2014-08-2852.37799835252.7719993
53.501998901367153.93999862670000000032 2014-08-2953.74000167853.9399986
54.860000610351556.82400131225000000049 2014-09-0255.09999847456.8240013
56.020000457763656.23799896240000000033 2014-09-0357.53400039656.2379989
56.080001831054657.20800018310000000041 2014-09-0456.80199813857.2080001
54.501998901367155.47800064086000000055 2014-09-0556.50999832155.4780006
55.504001617431656.42200088500000000027 2014-09-0855.52399826056.4220008
